Orthogroup	Enteroscipio	Lactococcus	equolifaciens	isoflavoniconvertens
OG0000901	BAK43942.1		RNL40494.1	WP_281667839.1
OG0000902	BAK43943.1		RNL42147.1	WP_281667854.1
OG0000903	BAK43944.1		RNL40495.1	WP_281667840.1
OG0000904	BAK43946.1		RNL40227.1	WP_281667841.1
OG0000905	BAK43986.1		RNL37577.1	WP_123219956.1
OG0000906	BAK43988.1		RNL37593.1	WP_281668774.1
OG0000907	BAK43996.1		RNL38009.1	WP_281668816.1
OG0000908	BAK44019.1		RNL41537.1	WP_281668919.1
OG0000909	BAK44051.1	QPR48780.1	RNL39558.1	
OG0000910	BAK44056.1		RNL42054.1	WP_281667968.1
OG0000911	BAK44064.1		RNL37835.1	WP_281668726.1
OG0000912	BAK44066.1		RNL37455.1	WP_281668659.1
OG0000913	BAK44069.1		RNL41975.1	WP_281668884.1
OG0000914	BAK44070.1		RNL42122.1	WP_281668934.1
OG0000915	BAK44072.1		RNL42121.1	WP_281668933.1
OG0000916	BAK44073.1		RNL42120.1	WP_281668932.1
OG0000917	BAK44075.1		RNL40259.1, RNL42095.1	
OG0000918	BAK44077.1		RNL40383.1	WP_281668470.1
OG0000919	BAK44078.1		RNL40384.1	WP_281668469.1
OG0000920	BAK44080.1		RNL41973.1	WP_281668885.1
OG0000921	BAK44082.1		RNL38014.1	WP_281668814.1
OG0000922	BAK44086.1		RNL39544.1	WP_281668346.1
OG0000923	BAK44093.1, BAK44096.1, BAK44797.1			
OG0000924	BAK44107.1	QPR49143.1		WP_281668139.1
OG0000925	BAK44109.1	QPR49155.1	RNL38211.1	
OG0000926	BAK44117.1	QPR49148.1		WP_281668137.1
OG0000927	BAK44120.1	QPR49433.1, QPR49461.1		
OG0000928	BAK44130.1		RNL41486.1	WP_281669146.1
OG0000929	BAK44131.1		RNL41485.1	WP_281669145.1
OG0000930	BAK44132.1		RNL40635.1	WP_281669075.1
OG0000931	BAK44135.1		RNL41471.1	WP_281667989.1
OG0000932	BAK44137.1		RNL41466.1	WP_114615971.1
OG0000933	BAK44139.1		RNL41464.1	WP_281667992.1
OG0000934	BAK44148.1		RNL41457.1	WP_281668000.1
OG0000935	BAK44149.1		RNL41456.1	WP_281668001.1
OG0000936	BAK44151.1		RNL41540.1	WP_281668003.1
OG0000937	BAK44155.1		RNL41452.1	WP_281668006.1
OG0000938	BAK44159.1		RNL40256.1	WP_281668567.1
OG0000939	BAK44160.1		RNL41450.1	WP_281668008.1
OG0000940	BAK44161.1		RNL41539.1	WP_281668009.1
OG0000941	BAK44162.1		RNL41449.1	WP_281668010.1
OG0000942	BAK44179.1		RNL38415.1	WP_114615562.1
OG0000943	BAK44185.1	QPR49487.1		WP_281669041.1
OG0000944	BAK44203.1		RNL41482.1	WP_281668916.1
OG0000945	BAK44209.1		RNL41839.1	WP_281668201.1
OG0000946	BAK44210.1		RNL41377.1	WP_281668936.1
OG0000947	BAK44220.1		RNL41473.1	WP_281667988.1
OG0000948	BAK44228.1		RNL39846.1	WP_114615131.1
OG0000949	BAK44229.1		RNL39845.1	WP_244595010.1
OG0000950	BAK44232.1		RNL39847.1	WP_281668664.1
OG0000951	BAK44237.1		RNL41410.1	WP_281668928.1
OG0000952	BAK44238.1		RNL42106.1	WP_281667879.1
OG0000953	BAK44239.1		RNL42193.1	WP_281667889.1
OG0000954	BAK44243.1, BAK44781.1		RNL38763.1	
OG0000955	BAK44248.1		RNL38239.1, RNL42010.1	
OG0000956	BAK44273.1		RNL37346.1	WP_281669107.1
OG0000957	BAK44291.1		RNL41934.1	WP_281668680.1
OG0000958	BAK44298.1		RNL42130.1, RNL42185.1	
OG0000959	BAK44300.1		RNL39565.1	WP_281668865.1
OG0000960	BAK44313.1		RNL38000.1	WP_281668802.1
OG0000961	BAK44330.1		RNL38003.1	WP_281668803.1
OG0000962	BAK44336.1	QPR48591.1	RNL37827.1	
OG0000963	BAK44347.1		RNL41435.1	WP_281669100.1
OG0000964	BAK44348.1		RNL41492.1	WP_281668874.1
OG0000965	BAK44349.1		RNL39451.1	WP_281668906.1
OG0000966	BAK44360.1		RNL39942.1	WP_281668984.1
OG0000967	BAK44361.1		RNL39941.1	WP_281668983.1
OG0000968	BAK44374.1		RNL39449.1	WP_281668909.1
OG0000969	BAK44380.1		RNL41427.1	WP_114615806.1
OG0000970	BAK44382.1		RNL41425.1	WP_281668402.1
OG0000971	BAK44383.1		RNL41424.1	WP_281668403.1
OG0000972	BAK44385.1		RNL41422.1	WP_281668405.1
OG0000973	BAK44386.1		RNL41421.1	WP_281668406.1
OG0000974	BAK44387.1		RNL41420.1	WP_281668407.1
OG0000975	BAK44388.1	QPR48441.1		WP_281667932.1
OG0000976	BAK44391.1		RNL39837.1	WP_281667935.1
OG0000977	BAK44392.1		RNL39836.1	WP_281667936.1
OG0000978	BAK44393.1		RNL39835.1	WP_281667937.1
OG0000979	BAK44395.1		RNL42081.1	WP_281668853.1
OG0000980	BAK44397.1		RNL39833.1	WP_114615444.1
OG0000981	BAK44398.1		RNL39832.1	WP_114615443.1
OG0000982	BAK44399.1		RNL39831.1	WP_281667939.1
OG0000983	BAK44400.1		RNL39856.1	WP_281668037.1
OG0000984	BAK44401.1		RNL39857.1	WP_281668036.1
OG0000985	BAK44403.1		RNL40394.1	WP_281668552.1
OG0000986	BAK44405.1		RNL39043.1, RNL41961.1	
OG0000987	BAK44409.1		RNL40379.1	WP_281668473.1
OG0000988	BAK44415.1		RNL41027.1	WP_281668990.1
OG0000989	BAK44417.1		RNL41029.1	WP_281668988.1
OG0000990	BAK44430.1		RNL39412.1	WP_114615001.1
OG0000991	BAK44436.1		RNL40612.1	WP_281669078.1
OG0000992	BAK44440.1		RNL41097.1	WP_281667927.1
OG0000993	BAK44450.1		RNL40642.1	WP_281669013.1
OG0000994	BAK44451.1		RNL40646.1	WP_123219060.1
OG0000995	BAK44458.1		RNL41075.1	WP_281669049.1
OG0000996	BAK44459.1		RNL41112.1	WP_281669050.1
OG0000997	BAK44460.1		RNL41111.1	WP_281669048.1
OG0000998	BAK44461.1		RNL41074.1	WP_114615497.1
OG0000999	BAK44462.1		RNL41073.1	WP_281669047.1
OG0001000	BAK44507.1		RNL38409.1, RNL42003.1	
OG0001001	BAK44523.1		RNL38552.1	WP_281668971.1
OG0001002	BAK44525.1		RNL38553.1	WP_123219392.1
OG0001003	BAK44526.1		RNL38554.1	WP_281668972.1
OG0001004	BAK44527.1		RNL38555.1	WP_281668973.1
OG0001005	BAK44528.1		RNL38556.1	WP_281668974.1
OG0001006	BAK44529.1		RNL38557.1	WP_281668975.1
OG0001007	BAK44532.1		RNL38559.1	WP_114615045.1
OG0001008	BAK44534.1		RNL38560.1	WP_181861864.1
OG0001009	BAK44537.1		RNL38563.1	WP_281668979.1
OG0001010	BAK44539.1		RNL38565.1	WP_281668981.1
OG0001011	BAK44544.1		RNL41396.1	WP_114615122.1
OG0001012	BAK44545.1		RNL39840.1	WP_281668671.1
OG0001013	BAK44548.1		RNL42001.1	WP_281668694.1
OG0001014	BAK44553.1		RNL40992.1	WP_281669079.1
OG0001015	BAK44556.1		RNL40989.1	WP_281669081.1
OG0001016	BAK44559.1		RNL40986.1	WP_281669084.1
OG0001017	BAK44560.1		RNL40985.1	WP_123219119.1
OG0001018	BAK44561.1		RNL40984.1	WP_281669085.1
OG0001019	BAK44563.1		RNL40982.1	WP_281669087.1
OG0001020	BAK44566.1		RNL41103.1	WP_281669089.1
OG0001021	BAK44567.1		RNL40979.1	WP_123219125.1
OG0001022	BAK44568.1		RNL41102.1	WP_281669090.1
OG0001023	BAK44576.1		RNL40848.1	WP_114615330.1
OG0001024	BAK44577.1		RNL39802.1	WP_281667964.1
OG0001025	BAK44584.1		RNL40592.1	WP_281668364.1
OG0001026	BAK44597.1		RNL40577.1	WP_281668046.1
OG0001027	BAK44598.1		RNL40574.1	WP_281668045.1
OG0001028	BAK44601.1		RNL39792.1	WP_114614960.1
OG0001029	BAK44603.1		RNL39794.1	WP_114614958.1
OG0001030	BAK44627.1	QPR49573.1		WP_281668618.1
OG0001031	BAK44639.1		RNL41967.1	WP_281668411.1
OG0001032	BAK44643.1		RNL41079.1	WP_281669070.1
OG0001033	BAK44647.1		RNL39165.1	WP_281668894.1
OG0001034	BAK44648.1	QPR49920.1		WP_281668446.1
OG0001035	BAK44664.1		RNL40276.1, RNL41366.1	
OG0001036	BAK44702.1		RNL41523.1	WP_281668335.1
OG0001037	BAK44704.1, BAK44716.1		RNL39928.1	
OG0001038	BAK44721.1		RNL38072.1, RNL39933.1	
OG0001039	BAK44752.1		RNL39949.1	WP_281668086.1
OG0001040	BAK44762.1		RNL40399.1	WP_123218787.1
OG0001041	BAK44765.1		RNL37466.1	WP_281668437.1
OG0001042	BAK44769.1		RNL38446.1	WP_281668696.1
OG0001043	BAK44770.1	QPR48239.1		WP_281668695.1
OG0001044	BAK44779.1		RNL41100.1	WP_281668793.1
OG0001045	BAK44780.1	QPR48245.1	RNL38764.1	
OG0001046	BAK44782.1		RNL41920.1	WP_281668792.1
OG0001047	BAK44788.1		RNL38568.1	WP_281668986.1
OG0001048	BAK44792.1	QPR48719.1, QPR49323.1		
OG0001049	BAK44808.1	QPR49347.1	RNL40329.1	
OG0001050	BAK44813.1		RNL40354.1	WP_281668485.1
OG0001051	BAK44818.1		RNL41543.1	WP_281668292.1
OG0001052	BAK44822.1		RNL40599.1	WP_281668369.1
OG0001053	BAK44823.1		RNL40598.1	WP_281668368.1
OG0001054	BAK44824.1		RNL40665.1	WP_281668367.1
OG0001055	BAK44833.1		RNL40977.1	WP_281668784.1
OG0001056	BAK44834.1		RNL40976.1	WP_281668905.1
OG0001057	BAK44836.1		RNL40974.1	WP_114614896.1
OG0001058	BAK44838.1		RNL40973.1	WP_281668903.1
OG0001059	BAK44839.1		RNL40972.1	WP_281668902.1
OG0001060	BAK44846.1		RNL41001.1	WP_281667909.1
OG0001061	BAK44873.1		RNL41057.1	WP_114615080.1
OG0001062	BAK44879.1		RNL41055.1	WP_123219424.1
OG0001063	BAK44880.1		RNL41054.1	WP_281669004.1
OG0001064	BAK44888.1		RNL41047.1	WP_281668999.1
OG0001065	BAK44897.1		RNL38543.1	WP_281668955.1
OG0001066	BAK44898.1		RNL38542.1	WP_281668954.1
OG0001067	BAK44899.1		RNL38541.1	WP_281669136.1
OG0001068	BAK44903.1		RNL40643.1	WP_281669015.1
OG0001069	BAK44907.1		RNL38535.1	WP_114615011.1
OG0001070	BAK44908.1		RNL39064.1	WP_281668528.1
OG0001071	BAK44919.1		RNL39442.1	WP_114614911.1
OG0001072	BAK44929.1		RNL39427.1	WP_281668380.1
OG0001073	BAK44931.1		RNL39436.1	WP_123219690.1
OG0001074	BAK44932.1		RNL39437.1	WP_281667905.1
OG0001075	BAK44933.1		RNL39438.1	WP_114616049.1
OG0001076	BAK44934.1		RNL39439.1	WP_114616050.1
OG0001077	BAK44938.1		RNL39419.1	WP_281668386.1
OG0001078	BAK44966.1		RNL40292.1	WP_114615268.1
OG0001079	BAK44967.1		RNL40291.1	WP_123219789.1
OG0001080	BAK44969.1		RNL40289.1	WP_123219791.1
OG0001081	BAK44994.1		RNL37590.1	WP_281668447.1
OG0001082	BAK44995.1		RNL38039.1	WP_114615296.1
OG0001083	BAK44996.1		RNL38038.1	WP_281668607.1
OG0001084	BAK44999.1	QPR49758.1	RNL41378.1	
OG0001085	BAK45003.1		RNL39804.1	WP_281667962.1
OG0001086	BAK45010.1		RNL40648.1	WP_281669065.1
OG0001087	BAK45019.1		RNL40653.1	WP_281669062.1
OG0001088	BAK45020.1		RNL40652.1	WP_281669061.1
OG0001089	BAK45034.1		RNL39453.1	WP_281668023.1
OG0001090	BAK45038.1		RNL41438.1	WP_281668020.1
OG0001091	BAK45055.1		RNL42192.1	WP_281668678.1
OG0001092	BAK45065.1		RNL41441.1	WP_281668017.1
OG0001093	BAK45072.1		RNL41448.1	WP_281668012.1
OG0001094	BAK45076.1		RNL40576.1, RNL40584.1	
OG0001095	BAK45077.1		RNL40575.1, RNL40662.1	
OG0001096	BAK45090.1		RNL41545.1	WP_281668879.1
OG0001097	BAK45091.1		RNL41546.1	WP_281668878.1
OG0001098	BAK45092.1		RNL41992.1	WP_281668691.1
OG0001099	BAK45093.1		RNL41994.1	WP_123219193.1
OG0001100	BAK45095.1		RNL41400.1	WP_281668810.1
OG0001101	BAK45096.1		RNL41401.1	WP_123218913.1
OG0001102	BAK45097.1		RNL41402.1	WP_281668809.1
OG0001103	BAK45098.1		RNL41404.1	WP_281668807.1
OG0001104	BAK45100.1		RNL41406.1	WP_281668805.1
OG0001105	BAK45101.1		RNL41407.1	WP_281668804.1
OG0001106	BAK45105.1		RNL37553.1	WP_123219583.1
OG0001107	BAK45109.1		RNL37452.1	WP_281668656.1
OG0001108	BAK45110.1		RNL37451.1	WP_281668655.1
OG0001109	BAK45111.1		RNL39148.1	WP_281668723.1
OG0001110	BAK45112.1		RNL39147.1	WP_281668722.1
OG0001111	BAK45119.1		RNL40524.1	WP_281668459.1
OG0001112	BAK45122.1		RNL42009.1	WP_281668699.1
OG0001113	BAK45130.1		RNL40868.1, RNL42066.1	
OG0001114	BAK45162.1	QPR48306.1	RNL38406.1	
OG0001115	BAK45164.1	QPR49779.1	RNL37432.1	
OG0001116	BAK45165.1	QPR49780.1	RNL37433.1	
OG0001117	BAK45168.1		RNL42019.1	WP_281668702.1
OG0001118	BAK45173.1		RNL41927.1	WP_281668266.1
OG0001119	BAK45177.1		RNL38058.1	WP_281668333.1
OG0001120	BAK45181.1		RNL38817.1	WP_281668494.1
OG0001121	BAK45187.1		RNL42040.1	WP_281667974.1
OG0001122	BAK45195.1		RNL42047.1	WP_114615394.1
OG0001123	BAK45199.1		RNL42052.1	WP_281667985.1
OG0001124	BAK45203.1		RNL42076.1	WP_281668029.1
OG0001125	BAK45204.1		RNL42077.1	WP_281668028.1
OG0001126	BAK45205.1		RNL42078.1	WP_281668027.1
OG0001127	BAK45206.1		RNL42079.1	WP_281668026.1
OG0001128	BAK45221.1		RNL37812.1	WP_123219732.1
OG0001129	BAK45225.1		RNL37834.1	WP_281668435.1
OG0001130	BAK45227.1		RNL37816.1	WP_281668184.1
OG0001131	BAK45231.1	QPR48954.1, QPR49524.1		
OG0001132	BAK45242.1		RNL37818.1	WP_281668262.1
OG0001133	BAK45245.1		RNL37821.1	WP_114616349.1
OG0001134	BAK45248.1		RNL39063.1	WP_281668529.1
OG0001135	BAK45253.1		RNL41412.1	WP_281668925.1
OG0001136	BAK45254.1		RNL41413.1	WP_281668924.1
OG0001137	BAK45255.1		RNL41414.1	WP_281668923.1
OG0001138	BAK45257.1		RNL41416.1	WP_281668921.1
OG0001139	BAK45259.1		RNL37685.1	WP_281668214.1
OG0001140	BAK45263.1		RNL37675.1	WP_281668211.1
OG0001141	BAK45265.1		RNL40373.1	WP_281668479.1
OG0001142	BAK45267.1		RNL40372.1	WP_281668480.1
OG0001143	BAK45276.1, BAK45279.1		RNL38581.1	
OG0001144	BAK45281.1		RNL40254.1	WP_281668566.1
OG0001145	BAK45296.1		RNL37460.1, RNL41077.1	
OG0001146	BAK45297.1		RNL41081.1	WP_281669074.1
OG0001147	BAK45300.1		RNL41110.1	WP_281668410.1
OG0001148	BAK45303.1		RNL40395.1	WP_281668553.1
OG0001149	BAK45304.1		RNL40405.1	WP_281668559.1
OG0001150	BAK45305.1		RNL40396.1	WP_114615578.1
OG0001151	BAK45307.1		RNL39181.1	WP_281668737.1
OG0001152	BAK45309.1		RNL39179.1	WP_281668736.1
OG0001153	BAK45310.1		RNL39178.1	WP_281668735.1
OG0001154	BAK45313.1		RNL42107.1	WP_281667878.1
OG0001155	BAK45317.1		RNL42194.1	WP_281667874.1
OG0001156	BAK45318.1		RNL37979.1	WP_281669106.1
OG0001157	BAK45319.1		RNL41417.1	WP_281668920.1
OG0001158	BAK45332.1		RNL42111.1	WP_281667873.1
OG0001159	BAK45335.1		RNL42112.1	WP_281667871.1
OG0001160	BAK45336.1		RNL42113.1	WP_281667870.1
OG0001161	BAK45340.1		RNL42115.1	WP_281667868.1
OG0001162	BAK45341.1		RNL42116.1	WP_281667867.1
OG0001163	BAK45342.1		RNL42117.1	WP_281667866.1
OG0001164	BAK45343.1		RNL42118.1	WP_281667865.1
OG0001165	BAK45366.1		RNL40471.1	WP_281668852.1
OG0001166	BAK45370.1, BAK45639.1		RNL39155.1	
OG0001167	BAK45371.1		RNL37334.1	WP_123219944.1
OG0001168	BAK45396.1		RNL42189.1	WP_281667965.1
OG0001169	BAK45407.1		RNL37591.1	WP_281668750.1
OG0001170	BAK45408.1		RNL39052.1	WP_281668534.1
OG0001171	BAK45409.1	QPR49569.1	RNL41011.1	
OG0001172	BAK45424.1		RNL37583.1	WP_281668744.1
OG0001173	BAK45425.1		RNL42197.1	WP_114615198.1
OG0001174	BAK45428.1	QPR49451.1	RNL39501.1	
OG0001175	BAK45429.1, BAK45714.1		RNL40278.1	
OG0001176	BAK45430.1	QPR48308.1	RNL39135.1	
OG0001177	BAK45431.1		RNL38247.1	WP_281668318.1
OG0001178	BAK45434.1		RNL37652.1	WP_281668918.1
OG0001179	BAK45436.1		RNL40378.1	WP_281668474.1
OG0001180	BAK45447.1		RNL40966.1, RNL42155.1	
OG0001181	BAK45464.1		RNL41409.1	WP_123218943.1
OG0001182	BAK45472.1		RNL40841.1	WP_281668578.1
OG0001183	BAK45484.1		RNL37548.1	WP_281667832.1
OG0001184	BAK45486.1		RNL41419.1	WP_281668935.1
OG0001185	BAK45592.1		RNL41374.1	WP_281668796.1
OG0001186	BAK45593.1		RNL40260.1	WP_281668583.1
OG0001187	BAK45594.1		RNL40261.1	WP_281668584.1
OG0001188	BAK45595.1		RNL40262.1	WP_281668457.1
OG0001189	BAK45600.1		RNL38785.1	WP_281668600.1
OG0001190	BAK45608.1		RNL41897.1	WP_123219899.1
OG0001191	BAK45615.1		RNL41536.1	WP_281668926.1
OG0001192	BAK45629.1		RNL40264.1	WP_281668585.1
OG0001193	BAK45630.1		RNL40265.1	WP_281668587.1
OG0001194	BAK45631.1		RNL37990.1, RNL42015.1	
OG0001195	BAK45632.1		RNL37989.1, RNL42016.1	
OG0001196	BAK45642.1		RNL39154.1	WP_281668727.1
OG0001197	BAK45644.1		RNL40344.1	WP_281669067.1
OG0001198	BAK45646.1		RNL39152.1	WP_281668725.1
OG0001199	BAK45647.1		RNL39150.1	WP_114614665.1
OG0001200	BAK45648.1		RNL39149.1	WP_281668724.1
OG0001201	BAK45649.1		RNL40214.1	WP_114614533.1
OG0001202	BAK45653.1	QPR48800.1	RNL39422.1	
OG0001203	BAK45662.1		RNL40516.1	WP_281667802.1
OG0001204	BAK45668.1		RNL38753.1	WP_281668637.1
OG0001205	BAK45699.1		RNL40477.1	WP_123219782.1
OG0001206	BAK45741.1		RNL40815.1	WP_281668239.1
OG0001207	BAK45742.1		RNL37995.1	WP_281669102.1
OG0001208	BAK45743.1		RNL40335.1	WP_281668545.1
OG0001209	BAK45744.1		RNL40333.1	WP_281668544.1
OG0001210	BAK45746.1		RNL40250.1	WP_281668258.1
OG0001211	BAK45754.1		RNL39061.1	WP_281668531.1
OG0001212	BAK45756.1	QPR49424.1	RNL39151.1	
OG0001213	BAK45770.1		RNL39040.1, RNL41988.1	
OG0001214	BAK45773.1		RNL38233.1, RNL39051.1	
OG0001215	BAK45782.1		RNL42098.1	WP_281668063.1
OG0001216	BAK45786.1		RNL37323.1	WP_281668942.1
OG0001217	BAK45787.1		RNL37324.1	WP_281668941.1
OG0001218	BAK45790.1		RNL39157.1	WP_281668728.1
OG0001219	BAK45791.1		RNL40297.1	WP_281668582.1
OG0001220	BAK45793.1		RNL40270.1	WP_281668593.1
OG0001221	BAK45794.1		RNL40271.1	WP_281668594.1
OG0001222	BAK45797.1		RNL40272.1	WP_281668595.1
OG0001223	BAK45798.1		RNL40273.1	WP_281668596.1
OG0001224	BAK45802.1		RNL40282.1	WP_114615307.1
OG0001225	BAK45844.1		RNL38777.1	WP_281668626.1
OG0001226	BAK45845.1		RNL38776.1	WP_123219567.1
OG0001227	BAK45847.1		RNL38774.1	WP_281668628.1
OG0001228	BAK45851.1		RNL38035.1	WP_281668610.1
OG0001229	BAK45852.1	QPR48709.1	RNL38034.1	
OG0001230	BAK45854.1		RNL40267.1	WP_281668589.1
OG0001231	BAK45860.1		RNL40871.1	WP_281667815.1
OG0001232	BAK45864.1		RNL38043.1	WP_281668605.1
OG0001233	BAK45865.1		RNL38047.1	WP_281668603.1
OG0001234	BAK45867.1		RNL38049.1	WP_281668602.1
OG0001235	BAK45877.1		RNL38828.1	WP_281668498.1
OG0001236	BAK45879.1		RNL37791.1	WP_281667822.1
OG0001237	BAK45947.1		RNL39086.1, RNL41931.1	
OG0001238	BAK45951.1		RNL38844.1	WP_281668512.1
OG0001239	BAK45952.1		RNL38845.1	WP_281668513.1
OG0001240	BAK45954.1		RNL38847.1	WP_281668515.1
OG0001241	BAK45967.1		RNL37798.1	WP_181861908.1
OG0001242		QPR48023.1, QPR48026.1, QPR48906.1		
OG0001243		QPR48025.1	RNL41498.1	WP_281669073.1
OG0001244		QPR48027.1, QPR48032.1, QPR48045.1		
OG0001245		QPR48043.1, QPR49562.1	RNL40971.1	
OG0001246		QPR48069.1	RNL37039.1	WP_114615331.1
OG0001247		QPR48091.1, QPR48497.1, QPR48514.1		
OG0001248		QPR48096.1	RNL41885.1	WP_281668298.1
OG0001249		QPR48120.1, QPR49316.1, QPR49724.1		
OG0001250		QPR48142.1, QPR49425.1	RNL37585.1	
OG0001251		QPR48175.1	RNL37996.1	WP_281668799.1
OG0001252		QPR48209.1, QPR49095.1, QPR49380.1		
OG0001253		QPR48323.1	RNL40340.1	WP_281669039.1
OG0001254		QPR48324.1	RNL40341.1	WP_281669038.1
OG0001255		QPR48331.1, QPR48568.1	RNL38006.1	
OG0001256		QPR48337.1, QPR49818.1		WP_281667942.1
OG0001257		QPR48367.1, QPR48880.1, QPR49475.1		
OG0001258		QPR48399.1, QPR48937.1, QPR48941.1		
OG0001259		QPR48415.1, QPR49267.1, QPR49796.1		
OG0001260		QPR48416.1, QPR49268.1, QPR49797.1		
OG0001261		QPR48454.1	RNL39144.1	WP_281668720.1
OG0001262		QPR48482.1	RNL41534.1	WP_281668782.1
OG0001263		QPR48549.1, QPR48935.1, QPR49374.1		
OG0001264		QPR48557.1	RNL38829.1	WP_281668500.1
OG0001265		QPR48594.1	RNL41019.1	WP_281668033.1
OG0001266		QPR48613.1	RNL38789.1	WP_281668834.1
OG0001267		QPR48657.1, QPR48663.1, QPR48664.1		
OG0001268		QPR48729.1	RNL39863.1	WP_281668328.1
OG0001269		QPR48732.1	RNL37775.1	WP_123218858.1
OG0001270		QPR48753.1, QPR49766.1, QPR49810.1		
OG0001271		QPR48758.1	RNL40517.1	WP_281667797.1
OG0001272		QPR48776.1	RNL38570.1	WP_281669021.1
OG0001273		QPR48837.1	RNL38403.1	WP_281668966.1
OG0001274		QPR48838.1	RNL38404.1	WP_281668963.1
OG0001275		QPR48840.1	RNL38440.1	WP_281668965.1
OG0001276		QPR48842.1	RNL41368.1	WP_281669098.1
OG0001277		QPR48856.1	RNL42090.1	WP_281668426.1
OG0001278		QPR48888.1	RNL40468.1	WP_281668788.1
OG0001279		QPR48909.1	RNL41896.1	WP_281668165.1
OG0001280		QPR49070.1	RNL39824.1	WP_281667949.1
OG0001281		QPR49086.1	RNL39167.1	WP_006363204.1
OG0001282		QPR49127.1, QPR49725.1, QPR49836.1		
OG0001283		QPR49176.1	RNL41008.1, RNL41009.1	
OG0001284		QPR49326.1	RNL40482.1	WP_281668453.1
OG0001285		QPR49427.1	RNL37683.1	WP_281668209.1
OG0001286		QPR49489.1	RNL38585.1	WP_281668019.1
OG0001287		QPR49495.1	RNL38414.1	WP_281669115.1
OG0001288		QPR49632.1	RNL39862.1	WP_281668329.1
OG0001289		QPR49647.1	RNL38055.1	WP_281667826.1
OG0001290		QPR49652.1	RNL38413.1	WP_281669114.1
OG0001291		QPR49656.1	RNL41491.1	WP_281668875.1
OG0001292		QPR49690.1	RNL37149.1	WP_281668539.1
OG0001293		QPR49734.1	RNL38831.1	WP_114616338.1
OG0001294		QPR49844.1	RNL37686.1	WP_281668218.1
OG0001295		QPR49921.1	RNL40386.1	WP_114615514.1
OG0001296			RNL36807.1	WP_281668106.1, WP_281668117.1
OG0001297			RNL37582.1, RNL42018.1	WP_281668718.1
OG0001298			RNL37666.1	WP_281668557.1, WP_281668931.1
OG0001299			RNL37793.1, RNL39078.1, RNL39080.1	
OG0001300			RNL37810.1, RNL40572.1	WP_281668961.1
OG0001301			RNL38037.1, RNL38069.1	WP_281668608.1
OG0001302			RNL38770.1, RNL39829.1	WP_281668327.1
OG0001303			RNL38830.1, RNL39944.1	WP_281668337.1
OG0001304			RNL38838.1, RNL40496.1, RNL41392.1	
OG0001305			RNL39529.1	WP_281668178.1, WP_281669058.1
OG0001306			RNL39805.1, RNL41915.1	WP_281668082.1
OG0001307			RNL39938.1, RNL39964.1	WP_281668982.1
OG0001308			RNL40510.1	WP_281667801.1, WP_281668257.1
OG0001309			RNL40649.1	WP_281668869.1, WP_281669064.1
OG0001310			RNL41010.1	WP_281668551.1, WP_281668962.1
OG0001311				WP_281667914.1, WP_281668147.1, WP_281668152.1
OG0001312	BAK43294.1	QPR49120.1		
OG0001313	BAK43306.1, BAK45880.1			
OG0001314	BAK43307.1, BAK45881.1			
OG0001315	BAK43308.1, BAK45882.1			
OG0001316	BAK43325.1, BAK45898.1			
OG0001317	BAK43329.1, BAK45904.1			
OG0001318	BAK43331.1, BAK45906.1			
OG0001319	BAK43332.1, BAK45907.1			
OG0001320	BAK43333.1, BAK45908.1			
OG0001321	BAK43335.1, BAK45910.1			
OG0001322	BAK43336.1, BAK45911.1			
OG0001323	BAK43337.1, BAK45912.1			
OG0001324	BAK43338.1, BAK45913.1			
OG0001325	BAK43339.1, BAK45914.1			
OG0001326	BAK43340.1, BAK45916.1			
OG0001327	BAK43342.1, BAK45919.1			
OG0001328	BAK43343.1			WP_123219564.1
OG0001329	BAK43345.1, BAK45920.1			
OG0001330	BAK43346.1, BAK45923.1			
OG0001331	BAK43361.1			WP_114616436.1
OG0001332	BAK43383.1		RNL42068.1	
OG0001333	BAK43405.1, BAK44021.1			
OG0001334	BAK43422.1	QPR48894.1		
OG0001335	BAK43424.1	QPR48505.1		
OG0001336	BAK43434.1		RNL39937.1	
OG0001337	BAK43439.1		RNL37458.1	
OG0001338	BAK43448.1			WP_281668179.1
OG0001339	BAK43466.1			WP_281668449.1
OG0001340	BAK43468.1			WP_281668450.1
OG0001341	BAK43471.1, BAK45282.1			
OG0001342	BAK43475.1	QPR48735.1		
OG0001343	BAK43478.1		RNL42131.1	
OG0001344	BAK43480.1			WP_281667915.1
OG0001345	BAK43482.1, BAK44303.1			
OG0001346	BAK43485.1, BAK43959.1			
OG0001347	BAK43492.1			WP_281667916.1
OG0001348	BAK43495.1			WP_281667917.1
OG0001349	BAK43496.1			WP_281667918.1
OG0001350	BAK43498.1			WP_281667919.1
OG0001351	BAK43505.1		RNL40359.1	
OG0001352	BAK43515.1, BAK44351.1			
OG0001353	BAK43521.1			WP_281668677.1
OG0001354	BAK43522.1		RNL37657.1	
OG0001355	BAK43523.1		RNL37680.1	
OG0001356	BAK43538.1	QPR48727.1		
OG0001357	BAK43539.1, BAK45394.1			
OG0001358	BAK43541.1, BAK45392.1			
OG0001359	BAK43542.1, BAK43543.1			
OG0001360	BAK43547.1		RNL40780.1	
OG0001361	BAK43551.1		RNL40777.1	
OG0001362	BAK43554.1		RNL38747.1	
OG0001363	BAK43573.1	QPR49571.1		
