Orthogroup	GCA_000008865.2	MG1655	Wolbachia	fragilis
OG0002935	BAB36652.1	AAC75406.1		
OG0002936	BAB36653.1	AAC75407.1		
OG0002937	BAB36665.1			QRP89014.1
OG0002938	BAB36668.1	AAC75425.1		
OG0002939	BAB36671.1	AAC75428.1		
OG0002940	BAB36672.1	AAC75429.1		
OG0002941	BAB36675.1	AAC75431.1		
OG0002942	BAB36676.1	AAC75432.1		
OG0002943	BAB36678.1	AAC75434.1		
OG0002944	BAB36679.1	AAC75435.1		
OG0002945	BAB36680.1	AAC75436.1		
OG0002946	BAB36681.2	AAC75437.2		
OG0002947	BAB36684.1	AAC75440.1		
OG0002948	BAB36685.1	AAC75441.1		
OG0002949	BAB36687.1	AAC75443.1		
OG0002950	BAB36689.1	AAC75445.1		
OG0002951	BAB36690.1	AAC75446.1		
OG0002952	BAB36691.1	AAC75447.1		
OG0002953	BAB36692.1	AAC75448.1		
OG0002954	BAB36693.1	AAC75449.1		
OG0002955	BAB36695.1	AAC75452.1		
OG0002956	BAB36696.1	AAC75454.2		
OG0002957	BAB36697.1	AAC75455.2		
OG0002958	BAB36698.2	AAC75456.3		
OG0002959	BAB36700.1, BAB38605.1			
OG0002960	BAB36705.1	AAC75463.1		
OG0002961	BAB36707.1	AAC75465.1		
OG0002962	BAB36708.1	AAC75466.1		
OG0002963	BAB36710.1	AAC75468.1		
OG0002964	BAB36712.1	AAC75470.1		
OG0002965	BAB36713.1	AAC75471.1		
OG0002966	BAB36714.1	AAC75472.1		
OG0002967	BAB36715.1	AAC75474.1		
OG0002968	BAB36716.1	AAC75475.1		
OG0002969	BAB36719.1	AAC75478.1		
OG0002970	BAB36720.2	AAC75479.2		
OG0002971	BAB36723.1	AAC75482.1		
OG0002972	BAB36726.1	AAC75485.1		
OG0002973	BAB36727.2	AAC75486.2		
OG0002974	BAB36728.2	AAC75487.2		
OG0002975	BAB36731.1	AAC75490.1		
OG0002976	BAB36732.2	AAC75491.2		
OG0002977	BAB36733.1	AAC75492.1		
OG0002978	BAB36734.1	AAC75493.1		
OG0002979	BAB36735.1	AAC75494.2		
OG0002980	BAB36736.1	AAC75504.1		
OG0002981	BAB36737.1	AAC75505.1		
OG0002982	BAB36738.2	AAC75506.2		
OG0002983	BAB36739.1	AAC75507.1		
OG0002984	BAB36740.1	AAC75508.1		
OG0002985	BAB36741.1	AAC75509.1		
OG0002986	BAB36742.1	AAC75510.2		
OG0002987	BAB36744.1	AAC75512.1		
OG0002988	BAB36745.1	AAC75513.1		
OG0002989	BAB36746.1	AAC75514.1		
OG0002990	BAB36747.2	AAC75515.2		
OG0002991	BAB36749.1	AAC75517.1		
OG0002992	BAB36751.1	AAC75519.1		
OG0002993	BAB36752.1	AAC75520.1		
OG0002994	BAB36754.1	AAC75522.1		
OG0002995	BAB36759.1	AAC75527.1		
OG0002996	BAB36760.1	AAC75528.1		
OG0002997	BAB36762.2	AAC75530.2		
OG0002998	BAB36764.2	AAC75532.2		
OG0002999	BAB36766.2	AAC75534.2		
OG0003000	BAB36767.1	AAC75535.1		
OG0003001	BAB36768.2	AAC75536.2		
OG0003002	BAB36770.1	AAC75538.1		
OG0003003	BAB36773.1	AAC75541.1		
OG0003004	BAB36774.1	AAC75542.1		
OG0003005	BAB36775.2	AAC75543.2		
OG0003006	BAB36776.2	AAC75544.2		
OG0003007	BAB36777.1	AAC75545.1		
OG0003008	BAB36780.1	AAC75548.1		
OG0003009	BAB36781.1	AAC75549.2		
OG0003010	BAB36788.1	AAC75556.1		
OG0003011	BAB36789.2	AAC75557.1		
OG0003012	BAB36790.2	AAC75558.1		
OG0003013	BAB36791.1	AAC75559.1		
OG0003014	BAB36795.1	AAC75563.2		
OG0003015	BAB36798.1	AAC75566.1		
OG0003016	BAB36801.1	AAC75569.1		
OG0003017	BAB36810.2	AAC75574.2		
OG0003018	BAB36811.2	AAC75575.2		
OG0003019	BAB36812.2	AAC75576.2		
OG0003020	BAB36820.1	AAC75584.1		
OG0003021	BAB36821.1	AAC75585.1		
OG0003022	BAB36823.2	AAC75587.2		
OG0003023	BAB36824.2	AAC75588.2		
OG0003024	BAB36825.1	AAC75589.1		
OG0003025	BAB36826.1	AAC75590.1		
OG0003026	BAB36827.1	AAC75591.1		
OG0003027	BAB36828.1	AAC75592.1		
OG0003028	BAB36829.1	AAC75593.1		
OG0003029	BAB36830.1	AAC75594.1		
OG0003030	BAB36831.1	AAC75595.1		
OG0003031	BAB36832.2	AAC75596.2		
OG0003032	BAB36833.1	AAC75597.1		
OG0003033	BAB36835.1	AAC75599.1		
OG0003034	BAB36836.1	AAC75600.1		
OG0003035	BAB36837.1	AAC75601.1		
OG0003036	BAB36839.2	AAC75603.2		
OG0003037	BAB36842.1	AAC75606.1		
OG0003038	BAB36843.1	AAC75607.1		
OG0003039	BAB36844.1	AAC75608.1		
OG0003040	BAB36845.2	AAC75609.2		
OG0003041	BAB36849.2	AAC75613.2		
OG0003042	BAB36851.1	AAC75615.1		
OG0003043	BAB36859.1	AAC75623.1		
OG0003044	BAB36860.1	AAC75624.1		
OG0003045	BAB36861.1	AAC75625.1		
OG0003046	BAB36865.1	AAC75629.1		
OG0003047	BAB36866.2	AAC75630.2		
OG0003048	BAB36867.1	AAC75631.1		
OG0003049	BAB36868.1	AAC75632.1		
OG0003050	BAB36870.1	AAC75634.1		
OG0003051	BAB36871.1	AAC75635.1		
OG0003052	BAB36872.2	AAC75636.2		
OG0003053	BAB36875.2	AAC75638.2		
OG0003054	BAB36876.1	AAC75639.2		
OG0003055	BAB36877.1	AAC75640.1		
OG0003056	BAB36881.1	AAC75644.1		
OG0003057	BAB36883.1	AAC75646.1		
OG0003058	BAB36884.1	AAC75647.1		
OG0003059	BAB36887.1	AAC75650.1		
OG0003060	BAB36888.2	AAC75651.2		
OG0003061	BAB36889.1	AAC75652.1		
OG0003062	BAB36890.1	AAC75653.1		
OG0003063	BAB36891.1	AAC75654.1		
OG0003064	BAB36894.2	AAC75657.2		
OG0003065	BAB36897.1	AAC75660.2		
OG0003066	BAB36902.2	AAC75666.2		
OG0003067	BAB36903.2	AAC75667.2		
OG0003068	BAB36940.1	AYC08236.1		
OG0003069	BAB36943.2	AAC75706.2		
OG0003070	BAB36944.2	AAC75707.2		
OG0003071	BAB36945.1	AAC75708.1		
OG0003072	BAB36946.1	AAC75709.1		
OG0003073	BAB36947.1	AAC75710.1		
OG0003074	BAB36948.2	AAC75711.2		
OG0003075	BAB36950.1	AAC75713.1		
OG0003076	BAB36951.1	AAC75714.1		
OG0003077	BAB36952.1	AAC75715.1		
OG0003078	BAB36954.1	AAC75717.1		
OG0003079	BAB36955.1	AAC75718.1		
OG0003080	BAB36956.2	AAC75719.2		
OG0003081	BAB36959.1	AAC75720.1		
OG0003082	BAB36960.1	AAC75721.1		
OG0003083	BAB36967.1	AAC75729.1		
OG0003084	BAB36968.1	AAC75730.1		
OG0003085	BAB36972.1	AAC75734.1		
OG0003086	BAB36973.1	AAC75735.1		
OG0003087	BAB36974.1	AAC75736.1		
OG0003088	BAB36975.1	AAC75737.1		
OG0003089	BAB36976.1	AAC75738.1		
OG0003090	BAB36978.1	AAC75740.1		
OG0003091	BAB36981.2	AAC75743.1		
OG0003092	BAB36983.1	AAC75746.1		
OG0003093	BAB36984.1	AAC75747.1		
OG0003094	BAB36985.1	AAC75748.1		
OG0003095	BAB36986.1	AAC75749.1		
OG0003096	BAB36987.2	AAC75750.2		
OG0003097	BAB36988.2	AAC75751.2		
OG0003098	BAB36991.1	AAC75754.1		
OG0003099	BAB36993.1	AAC75756.2		
OG0003100	BAB36996.1	AAC75759.1		
OG0003101	BAB36997.1	AAC75760.1		
OG0003102	BAB36998.1	AAC75761.1		
OG0003103	BAB36999.1	AAC75762.1		
OG0003104	BAB37001.1	AAC75764.1		
OG0003105	BAB37002.1	AAC75765.1		
OG0003106	BAB37003.1	AAC75766.1		
OG0003107	BAB37004.1	AAC75767.1		
OG0003108	BAB37005.1	AAC75768.1		
OG0003109	BAB37006.1	AAC75769.1		
OG0003110	BAB37007.1	AAC75770.1		
OG0003111	BAB37008.1	AAC75771.1		
OG0003112	BAB37009.2	AAC75772.2		
OG0003113	BAB37010.1	AAC75773.1		
OG0003114	BAB37013.1	AAC75776.1		
OG0003115	BAB37020.1	AAC75785.1		
OG0003116	BAB37022.1	AAC75787.1		
OG0003117	BAB37025.1	AAC75790.1		
OG0003118	BAB37026.1	AAC75791.1		
OG0003119	BAB37031.1	AAC75796.2		
OG0003120	BAB37032.1	AAC75797.1		
OG0003121	BAB37034.1	AAC75799.2		
OG0003122	BAB37035.1	AAC75800.1		
OG0003123	BAB37037.1	AAC75802.1		
OG0003124	BAB37040.1	AAC75804.1		
OG0003125	BAB37041.1	AAC75805.1		
OG0003126	BAB37042.1	AAC75806.1		
OG0003127	BAB37043.1	AAC75807.1		
OG0003128	BAB37044.2	AAC75808.2		
OG0003129	BAB37045.2	AAC75809.2		
OG0003130	BAB37046.1	AAC75810.1		
OG0003131	BAB37049.2	AAC75812.2		
OG0003132	BAB37052.1	AAT48151.1		
OG0003133	BAB37054.1	AAC75817.1		
OG0003134	BAB37055.1	AAC75818.1		
OG0003135	BAB37066.1	AAC75825.1		
OG0003136	BAB37069.1	AAC75828.1		
OG0003137	BAB37073.1	AAC75832.1		
OG0003138	BAB37075.1	AAC75834.1		
OG0003139	BAB37076.1	AAC75835.1		
OG0003140	BAB37078.1	AAC75837.1		
OG0003141	BAB37079.1	AAC75838.1		
OG0003142	BAB37081.1	AAC75840.2		
OG0003143	BAB37083.1	AAC75842.1		
OG0003144	BAB37087.1	AAC75846.1		
OG0003145	BAB37088.1	AAC75847.1		
OG0003146	BAB37089.1	AAC75848.1		
OG0003147	BAB37090.1	AAC75849.1		
OG0003148	BAB37092.2	AAC75851.2		
OG0003149	BAB37094.1	AAC75853.1		
OG0003150	BAB37096.1	AAC75855.1		
OG0003151	BAB37097.2	AAC75856.2		
OG0003152	BAB37098.1	AAC75857.1		
OG0003153	BAB37099.1	AAC75858.1		
OG0003154	BAB37101.1	AAC75860.1		
OG0003155	BAB37102.1	AAC75861.1		
OG0003156	BAB37103.1	AAC75862.1		
OG0003157	BAB37104.2	AAC75863.2		
OG0003158	BAB37105.1	AAC75864.1		
OG0003159	BAB37106.1	AAC75865.1		
OG0003160	BAB37109.1	AAC75868.1		
OG0003161	BAB37111.1	AAC75870.1		
OG0003162	BAB37113.1	AAC75872.1		
OG0003163	BAB37114.1	AAC75873.1		
OG0003164	BAB37115.1	AAC75874.1		
OG0003165	BAB37116.1	AAC75875.1		
OG0003166	BAB37117.1	AAC75876.1		
OG0003167	BAB37119.1	AAC75878.1		
OG0003168	BAB37120.1	AAC75879.1		
OG0003169	BAB37122.1	AAC75881.1		
OG0003170	BAB37125.1	AAC75884.1		
OG0003171	BAB37126.2	AAC75885.2		
OG0003172	BAB37129.2	AAC75888.2		
OG0003173	BAB37131.1	AAC75890.1		
OG0003174	BAB37132.1	AAC75891.1		
OG0003175	BAB37133.1	AAC75892.1		
OG0003176	BAB37141.1, BAB37975.1			
OG0003177	BAB37146.2, BAB38004.1			
OG0003178	BAB37147.1, BAB38005.1			
OG0003179	BAB37160.2	AYC08239.1		
OG0003180	BAB37162.2	AAC75904.1		
OG0003181	BAB37163.1	AAC75905.1		
OG0003182	BAB37164.1	AAC75906.1		
OG0003183	BAB37165.1	AAC75907.1		
OG0003184	BAB37166.2	AAT48152.1		
OG0003185	BAB37167.1	AAC75909.1		
OG0003186	BAB37168.1	AAC75910.1		
OG0003187	BAB37170.1	AAC75912.1		
OG0003188	BAB37171.1	AAC75913.1		
OG0003189	BAB37172.2	AAC75914.2		
OG0003190	BAB37173.1	AAC75915.1		
OG0003191	BAB37174.1	AAC75916.1		
OG0003192	BAB37175.1	AAC75917.2		
OG0003193	BAB37176.1	AAC75918.1		
OG0003194	BAB37177.1	AAC75919.1		
OG0003195	BAB37178.2	AAC75920.2		
OG0003196	BAB37183.2	AAC75926.2		
OG0003197	BAB37188.1	AAC75931.1		
OG0003198	BAB37190.1	AAC75933.1		
OG0003199	BAB37191.1	AAC75934.1		
OG0003200	BAB37192.1	AAC75935.1		
OG0003201	BAB37195.1	AAC75938.1		
OG0003202	BAB37196.2	AAC75939.1		
OG0003203	BAB37201.1	AAC75945.1		
OG0003204	BAB37203.2	AAC75947.2		
OG0003205	BAB37204.1	AAC75948.1		
OG0003206	BAB37207.1	AAC75950.1		
OG0003207	BAB37209.1	AAC75953.1		
OG0003208	BAB37212.2	AAC75956.2		
OG0003209	BAB37216.1	AAC75959.1		
OG0003210	BAB37217.1	AAC75960.1		
OG0003211	BAB37219.1	AAC75962.1		
OG0003212	BAB37227.1	AAC75965.1		
OG0003213	BAB37228.1	AAC75966.1		
OG0003214	BAB37229.1	AAC75967.1		
OG0003215	BAB37231.1	AAC75970.1		
OG0003216	BAB37232.1	AAC75971.1		
OG0003217	BAB37235.1	AAC75974.1		
OG0003218	BAB37238.2	AAC75976.2		
OG0003219	BAB37239.1	AAC75977.1		
OG0003220	BAB37240.1	AYC08242.1		
OG0003221	BAB37243.2	AAC75981.1		
OG0003222	BAB37244.1	AAC75982.1		
OG0003223	BAB37250.2	AAC75987.2		
OG0003224	BAB37252.2	AAC75990.2		
OG0003225	BAB37255.1	AAC75993.1		
OG0003226	BAB37257.1	AAC75995.1		
OG0003227	BAB37258.2	AAC75996.2		
OG0003228	BAB37261.1	AAC75999.1		
OG0003229	BAB37262.2	AAC76000.2		
OG0003230	BAB37265.1	AAC76003.1		
OG0003231	BAB37296.1	AAC76024.1		
OG0003232	BAB37297.2	AAC76025.2		
OG0003233	BAB37298.1	AAC76026.1		
OG0003234	BAB37299.1	AAC76027.1		
OG0003235	BAB37300.1	AAC76028.1		
OG0003236	BAB37301.1	AAC76029.1		
OG0003237	BAB37302.1	AAC76030.1		
OG0003238	BAB37303.1	AAC76031.1		
OG0003239	BAB37304.1	AAC76032.1		
OG0003240	BAB37305.1	AAC76033.1		
OG0003241	BAB37306.1	AAC76034.1		
OG0003242	BAB37307.1	AYC08244.1		
OG0003243	BAB37309.1	AAC76038.1		
OG0003244	BAB37310.1	AAC76039.1		
OG0003245	BAB37312.1	AAC76041.1		
OG0003246	BAB37313.1	AAC76042.1		
OG0003247	BAB37316.1	AAC76045.1		
OG0003248	BAB37318.2	AAC76046.2		
OG0003249	BAB37322.1	AAC76050.1		
OG0003250	BAB37324.1	AAC76053.1		
OG0003251	BAB37326.1	AAC76055.1		
OG0003252	BAB37327.1	AAC76056.1		
OG0003253	BAB37328.1	AAT48162.1		
OG0003254	BAB37329.1	AAC76060.1		
OG0003255	BAB37330.1	AAC76061.1		
OG0003256	BAB37331.2	AAC76062.1		
OG0003257	BAB37333.1	AAC76064.1		
OG0003258	BAB37334.1	AAC76065.1		
OG0003259	BAB37341.1	AAC76066.1		
OG0003260	BAB37342.1	AAC76067.1		
OG0003261	BAB37343.1	AAC76068.1		
OG0003262	BAB37344.1	AAC76069.1		
OG0003263	BAB37345.1	AAC76070.1		
OG0003264	BAB37348.2	AAC76073.3		
OG0003265	BAB37349.1	AAC76074.1		
OG0003266	BAB37350.1	AAC76075.3		
OG0003267	BAB37351.1	AAC76076.1		
OG0003268	BAB37353.2	AAC76078.2		
OG0003269	BAB37354.1	AAC76085.1		
OG0003270	BAB37355.1	AAC76086.1		
OG0003271	BAB37358.1	AAC76088.1		
OG0003272	BAB37359.1	AAC76089.1		
OG0003273	BAB37360.1	AAC76090.1		
OG0003274	BAB37361.1	AAC76091.1		
OG0003275	BAB37366.1	AAC76096.1		
OG0003276	BAB37367.1	AAC76097.1		
OG0003277	BAB37368.1	AAC76098.1		
OG0003278	BAB37369.1	AAC76099.1		
OG0003279	BAB37374.1	AAC76104.1		
OG0003280	BAB37375.1	AAC76105.1		
OG0003281	BAB37376.1	AAC76106.1		
OG0003282	BAB37377.2	AAC76107.1		
OG0003283	BAB37378.1	AAC76108.3		
OG0003284	BAB37379.1	AAC76109.1		
OG0003285	BAB37380.1	AAC76110.1		
OG0003286	BAB37382.1	AAC76112.1		
OG0003287	BAB37383.1	AAT48165.1		
OG0003288	BAB37384.1	AAC76114.1		
OG0003289	BAB37386.1	AAC76116.1		
OG0003290	BAB37387.1	AAC76117.1		
OG0003291	BAB37389.2	AAC76119.2		
OG0003292	BAB37390.2	AAC76120.2		
OG0003293	BAB37392.2	AAC76122.2		
OG0003294	BAB37395.1	AAC76125.1		
OG0003295	BAB37396.1	AAC76126.1		
OG0003296	BAB37399.2	AAC76129.2		
OG0003297	BAB37400.1	AAC76130.1		
OG0003298	BAB37401.1	AAC76131.1		
OG0003299	BAB37402.2	AAC76132.2		
OG0003300	BAB37403.1	AAC76133.1		
OG0003301	BAB37404.1	AAC76134.1		
OG0003302	BAB37405.1	AAC76135.1		
OG0003303	BAB37406.1	AAC76136.2		
OG0003304	BAB37407.1	AAC76137.1		
OG0003305	BAB37408.1	AAC76138.1		
OG0003306	BAB37410.1	AAC76140.1		
OG0003307	BAB37411.1	AAC76141.1		
OG0003308	BAB37412.2	AAC76142.2		
OG0003309	BAB37414.1	AAT48168.3		
OG0003310	BAB37418.2	AAC76150.2		
OG0003311	BAB37419.1	AAC76151.1		
OG0003312	BAB37420.1	AAC76152.1		
OG0003313	BAB37421.1	AAC76153.1		
OG0003314	BAB37422.1	AAC76154.2		
OG0003315	BAB37423.2	AAC76155.2		
OG0003316	BAB37424.1	AAC76156.1		
OG0003317	BAB37425.2	AAC76158.2		
OG0003318	BAB37427.1	AAC76160.1		
OG0003319	BAB37429.1	AAC76162.1		
OG0003320	BAB37430.1	AAC76163.1		
OG0003321	BAB37431.1	AAC76164.1		
OG0003322	BAB37433.1	AAC76166.1		
OG0003323	BAB37434.2	AAC76167.2		
OG0003324	BAB37435.1	AAC76173.1		
OG0003325	BAB37439.1	AAC76170.1		
OG0003326	BAB37441.1	AAC76172.1		
OG0003327	BAB37443.1	AAC76176.1		
OG0003328	BAB37451.1	AAC76181.1		
OG0003329	BAB37452.1	AAC76182.1		
OG0003330	BAB37453.1	AAC76183.1		
OG0003331	BAB37455.1	AAC76185.1		
OG0003332	BAB37456.2	AAC76186.2		
OG0003333	BAB37457.2	AAC76187.2		
OG0003334	BAB37458.1	AAC76188.1		
OG0003335	BAB37459.1	AAC76189.1		
OG0003336	BAB37460.1	AAC76190.1		
OG0003337	BAB37461.1	AAC76191.1		
OG0003338	BAB37463.2	AAC76193.2		
OG0003339	BAB37464.1	AAC76194.1		
OG0003340	BAB37465.1	AAC76195.1		
OG0003341	BAB37466.2	AAC76196.2		
OG0003342	BAB37467.1	AAC76197.1		
OG0003343	BAB37475.1	AAC76205.1		
OG0003344	BAB37476.2	AAC76206.2		
OG0003345	BAB37477.1	AAC76207.1		
OG0003346	BAB37478.1	AAC76208.1		
OG0003347	BAB37482.1	AAC76212.1		
OG0003348	BAB37486.1	AAC76216.1		
OG0003349	BAB37490.1	AAC76220.1		
OG0003350	BAB37492.1	AAC76222.2		
OG0003351	BAB37493.2	AAC76223.2		
OG0003352	BAB37494.1	AAC76224.1		
OG0003353	BAB37495.1	AAC76225.1		
OG0003354	BAB37497.1	AAC76227.1		
OG0003355	BAB37501.1	AAC76231.1		
OG0003356	BAB37502.1	AAC76232.1		
OG0003357	BAB37505.1	AAC76235.1		
OG0003358	BAB37506.1	AAC76236.1		
OG0003359	BAB37507.1	AAC76237.1		
OG0003360	BAB37508.1	AAC76238.1		
OG0003361	BAB37509.1	AAC76239.1		
OG0003362	BAB37512.1	AAT48172.1		
OG0003363	BAB37514.2	AAC76244.2		
OG0003364	BAB37519.1	AAC76255.1		
OG0003365	BAB37522.1	AAC76258.1		
OG0003366	BAB37523.1	AAC76259.1		
OG0003367	BAB37524.1	AAC76260.1		
OG0003368	BAB37528.1	AAC76264.1		
OG0003369	BAB37529.2	AAC76265.2		
OG0003370	BAB37531.1	AAC76267.1		
OG0003371	BAB37534.2	AAC76270.2		
OG0003372	BAB37535.1	AAC76271.1		
OG0003373	BAB37536.1	AAC76272.1		
OG0003374	BAB37538.2	AAC76274.2		
OG0003375	BAB37539.1	AAC76275.1		
OG0003376	BAB37541.1	AAT48173.1		
OG0003377	BAB37544.1	AAC76281.1		
OG0003378	BAB37545.1	AAC76282.1		
OG0003379	BAB37547.1	AAC76284.1		
OG0003380	BAB37548.1	AAC76285.1		
OG0003381	BAB37552.1	AAC76289.1		
OG0003382	BAB37553.2	AAC76290.2		
OG0003383	BAB37556.1	AAC76293.1		
OG0003384	BAB37557.2	AAC76294.2		
OG0003385	BAB37558.1	AAC76295.1		
OG0003386	BAB37563.1	AAC76299.1		
OG0003387	BAB37565.2	AAT48174.1		
OG0003388	BAB37566.2	AAC76302.2		
OG0003389	BAB37567.1	AAC76303.1		
OG0003390	BAB37569.1	AAC76305.1		
OG0003391	BAB37572.2	AAT48175.1		
OG0003392	BAB37573.1	AAC76309.1		
OG0003393	BAB37577.2	AAC76314.1		
OG0003394	BAB37580.1	AAC76317.1		
OG0003395	BAB37581.1	AAC76318.1		
OG0003396	BAB37600.1	AAC76337.1		
OG0003397	BAB37617.1	AAC76368.1		
OG0003398	BAB37618.1	AAC76369.1		
OG0003399	BAB37619.1	AAC76370.1		
OG0003400	BAB37620.2	AAC76371.2		
OG0003401	BAB37621.1	AAC76372.1		
OG0003402	BAB37622.1	AAC76373.1		
OG0003403	BAB37625.2	AAC76376.1		
OG0003404	BAB37626.1	AAC76377.1		
OG0003405	BAB37627.1	AAC76378.1		
OG0003406	BAB37628.1	AAC76379.1		
OG0003407	BAB37629.1	AAC76380.1		
OG0003408	BAB37630.1	AAC76381.1		
OG0003409	BAB37632.1	AAC76383.2		
OG0003410	BAB37635.1	AAC76386.1		
OG0003411	BAB37636.1	AAC76387.1		
OG0003412	BAB37638.1	AAC76389.1		
OG0003413	BAB37639.2	AAC76390.1		
OG0003414	BAB37640.1	AAC76391.1		
OG0003415	BAB37641.2	AAC76392.2		
OG0003416	BAB37643.1	AAC76394.1		
OG0003417	BAB37644.2	AAC76395.2		
OG0003418	BAB37645.2	AAC76396.2		
OG0003419	BAB37646.1	AAT48177.1		
OG0003420	BAB37652.1	AAC76412.1		
OG0003421	BAB37653.1	AAC76413.1		
OG0003422	BAB37655.2	AAC76415.2		
OG0003423	BAB37657.2	AAC76417.2		
OG0003424	BAB37658.1	AAC76418.1		
OG0003425	BAB37659.1	AAC76419.1		
OG0003426	BAB37660.1	AAC76420.2		
OG0003427	BAB37662.1	AAC76422.1		
OG0003428	BAB37663.2	AAC76423.1		
OG0003429	BAB37664.2	AAC76424.2		
OG0003430	BAB37666.1	AAC76426.2		
OG0003431	BAB37667.1	AAC76427.1		
OG0003432	BAB37669.1	AAC76429.1		
OG0003433	BAB37670.1	AAC76430.1		
OG0003434	BAB37671.2	AAC76431.2		
OG0003435	BAB37673.1	AAC76433.1		
OG0003436	BAB37675.1	AAC76435.1		
OG0003437	BAB37683.1	AAC76443.1		
OG0003438	BAB37684.2, BAB37731.1			
OG0003439	BAB37686.2	AAT48181.1		
OG0003440	BAB37688.1	AAC76447.1		
OG0003441	BAB37690.1	AAT48182.1		
OG0003442	BAB37692.1	AAC76451.1		
OG0003443	BAB37697.1	AAC76454.1		
OG0003444	BAB37698.1	AAC76455.1		
OG0003445	BAB37701.1	AAC76458.1		
OG0003446	BAB37702.1	AAC76459.1		
OG0003447	BAB37708.1	AAT48183.1		
OG0003448	BAB37712.1	AAC76465.1		
OG0003449	BAB37716.1	AAC76472.1		
OG0003450	BAB37717.1	AAC76473.1		
OG0003451	BAB37719.2	AAC76475.2		
OG0003452	BAB37720.1	AAC76476.1		
OG0003453	BAB37721.1	AAC76477.1		
OG0003454	BAB37722.1	AAC76478.1		
OG0003455	BAB37724.2	AAC76479.2		
OG0003456	BAB37725.1	AAC76480.1		
OG0003457	BAB37726.1	AAC76481.1		
OG0003458	BAB37727.1	AAC76482.1		
OG0003459	BAB37729.1	AAC76484.1		
OG0003460	BAB37735.1	AAC76488.1		
OG0003461	BAB37738.1	AAC76491.1		
OG0003462	BAB37739.1	AAC76492.1		
OG0003463	BAB37740.1	AAC76493.1		
OG0003464	BAB37742.1	AAC76495.1		
OG0003465	BAB37743.1	AAC76496.1		
OG0003466	BAB37744.2	AAC76497.2		
OG0003467	BAB37745.2	AAC76498.2		
OG0003468	BAB37746.2	AAC76499.2		
OG0003469	BAB37766.1	AAC76501.1		
OG0003470	BAB37767.1	AAC76502.1		
OG0003471	BAB37768.1	AAC76503.1		
OG0003472	BAB37769.1	AAC76504.1		
OG0003473	BAB37770.1	AAC76505.1		
OG0003474	BAB37771.1	AAC76506.1		
OG0003475	BAB37774.1	ABD18717.1		
OG0003476	BAB37781.2	AAC76510.4		
OG0003477	BAB37782.2	AAT48187.1		
OG0003478	BAB37783.1	AAC76512.1		
OG0003479	BAB37787.1	AAC76517.1		
OG0003480	BAB37789.1	AAC76519.1		
OG0003481	BAB37790.1	AAC76520.1		
OG0003482	BAB37792.1	AAC76522.1		
OG0003483	BAB37794.1	AAC76524.1		
OG0003484	BAB37795.1	AAC76525.1		
OG0003485	BAB37796.1	AAC76526.1		
OG0003486	BAB37797.1	AAC76527.2		
OG0003487	BAB37800.2	AAC76531.2		
OG0003488	BAB37801.1	AAC76532.1		
OG0003489	BAB37812.1	AAC76534.2		
OG0003490	BAB37813.1	AAC76535.1		
OG0003491	BAB37814.1	AAC76536.1		
OG0003492	BAB37815.1	AAC76537.1		
OG0003493	BAB37819.1	AAC76541.1		
OG0003494	BAB37822.1	AAC76544.1		
OG0003495	BAB37823.1	AAC76545.1		
OG0003496	BAB37824.1	AAC76546.2		
OG0003497	BAB37825.1	AAC76547.1		
OG0003498	BAB37827.2	AAC76549.2		
OG0003499	BAB37828.2	AAC76550.2		
OG0003500	BAB37829.2	AAC76551.2		
OG0003501	BAB37830.1	AAC76552.1		
OG0003502	BAB37832.2	AAC76554.4		
OG0003503	BAB37834.1	AAC76556.1		
OG0003504	BAB37835.2	AAC76557.1		
OG0003505	BAB37838.1	AAC76560.1		
OG0003506	BAB37839.2	AAC76561.1		
OG0003507	BAB37840.2	AAC76562.2		
OG0003508	BAB37841.1	AAC76563.1		
OG0003509	BAB37842.1	AAC76564.1		
OG0003510	BAB37843.1	AAC76565.1		
OG0003511	BAB37844.1	AAC76566.1		
OG0003512	BAB37845.1	AAC76567.1		
OG0003513	BAB37846.1	AAC76568.1		
OG0003514	BAB37847.1	AAC76569.1		
OG0003515	BAB37848.2	AAC76570.2		
OG0003516	BAB37855.1	AAC76571.1		
OG0003517	BAB37856.2	AAC76572.2		
OG0003518	BAB37858.1	AAC76574.1		
OG0003519	BAB37860.1	AAT48190.1		
OG0003520	BAB37862.2	AAC76578.2		
OG0003521	BAB37863.1	AAC76579.1		
OG0003522	BAB37867.1	AAC76585.1		
OG0003523	BAB37868.2	AAC76586.2		
OG0003524	BAB37869.2	AAC76587.2		
OG0003525	BAB37872.1	AAC76590.1		
OG0003526	BAB37873.1	AAC76591.1		
OG0003527	BAB37874.1	AAC76592.1		
OG0003528	BAB37876.1	AAT48192.1		
OG0003529	BAB37877.1	AAC76595.1		
OG0003530	BAB37878.1	AAT48193.1		
OG0003531	BAB37882.1			QRP88136.1
OG0003532	BAB37883.1	AAC76608.1		
OG0003533	BAB37884.1	AAC76609.1		
OG0003534	BAB37886.1	AAC76611.1		
OG0003535	BAB37887.2	AAC76612.2		
OG0003536	BAB37889.1	AAT48195.1		
OG0003537	BAB37890.1	AAC76614.1		
OG0003538	BAB37891.1	AAC76615.1		
OG0003539	BAB37894.1	AAC76620.1		
OG0003540	BAB37897.1	AAC76622.1		
OG0003541	BAB37898.1	AAC76623.1		
